elapsed, window, total, successful, failed
5.000939, 5.000939,384554,382246,2308
10.00002, 4.999081,353335,352115,1220
15.000041, 5.000021,352898,351696,1202
20.000957, 5.000916,352110,350719,1391
25.000422, 4.999465,352598,351367,1231
30.002139, 5.001717,352713,351589,1124
35.00212, 4.999981,352416,351574,842
40.001034, 4.998914,351675,350957,718
45.000376, 4.999342,352683,352049,634
50.000273, 4.999897,351192,350584,608
55.000066, 4.999793,351133,350598,535
60.000035, 4.999969,341655,341063,592
65.001193, 5.001158,342238,341748,490
70.001113, 4.99992,343315,342877,438
75.000065, 4.998952,343456,342919,537
80.000016, 4.999951,341171,340678,493
85.001022, 5.001006,342710,342208,502
90.000061, 4.999039,342294,341800,494
95.000269, 5.000208,341014,340510,504
100.000104, 4.999835,341478,340909,569
105.000052, 4.999948,343064,342542,522
110.000025, 4.999973,339832,339358,474
115.000083, 5.000058,340816,340323,493
120.000056, 4.999973,339627,339166,461
125.000136, 5.00008,340714,340226,488
130.000158, 5.000022,339871,339296,575
135.000007, 4.999849,339744,339195,549
140.000109, 5.000102,341136,340502,634
145.001, 5.000891,340429,339915,514
150.000901, 4.999901,339480,339000,480
155.000031, 4.99913,341946,341412,534
160.000261, 5.00023,340573,340103,470
165.000085, 4.999824,338892,338367,525
170.001909, 5.001824,339746,339194,552
175.001922, 5.000013,340796,340201,595
180.000858, 4.998936,340240,339632,608
185.00063, 4.999772,339499,338951,548
190.000052, 4.999422,339785,339295,490
195.000795, 5.000743,340305,339829,476
200.000878, 5.000083,339635,339101,534
205.000019, 4.999141,339796,339271,525
210.001249, 5.00123,340606,340096,510
215.000185, 4.998936,339547,338981,566
220.000061, 4.999876,340188,339721,467
225.000039, 4.999978,339070,338561,509
230.00095, 5.000911,339960,339423,537
235.000879, 4.999929,339227,338685,542
240.000042, 4.999163,340003,339576,427
245.000021, 4.999979,339220,338777,443
250.000247, 5.000226,338748,338301,447
255.000173, 4.999926,339044,338560,484
260.000076, 4.999903,337945,337421,524
265.000191, 5.000115,338946,338491,455
270.001053, 5.000862,338895,338476,419
275.000958, 4.999905,339818,339335,483
280.00001, 4.999052,337919,337439,480
285.000008, 4.999998,338575,338161,414
290.000028, 5.00002,338492,338015,477
295.000117, 5.000089,338839,338292,547
300.000197, 5.00008,340181,339646,535
301.028601, 1.028404,68594,68513,81

