elapsed, window, total, successful, failed
5.00002, 5.00002,531943,474595,57348
10.00004, 5.00002,521332,475362,45970
15.000023, 4.999983,517451,478817,38634
20.000011, 4.999988,516134,482972,33162
25.00009, 5.000079,519187,488295,30892
30.000113, 5.000023,517940,489482,28458
35.001128, 5.001015,520599,494046,26553
40.000011, 4.998883,523464,497807,25657
45.000008, 4.999997,519154,494907,24247
50.00005, 5.000042,522130,499412,22718
55.000073, 5.000023,522185,500526,21659
60.000231, 5.000158,522415,502010,20405
65.000024, 4.999793,520964,501300,19664
70.000026, 5.000002,518207,498928,19279
75.000112, 5.000086,521765,502922,18843
80.0001, 4.999988,521650,503358,18292
85.000024, 4.999924,521507,504150,17357
90.000011, 4.999987,516457,499662,16795
95.000205, 5.000194,521604,505441,16163
100.000006, 4.999801,520173,504708,15465
105.000017, 5.000011,518676,502749,15927
110.000115, 5.000098,518401,503347,15054
115.000059, 4.999944,513265,498795,14470
120.000083, 5.000024,514522,500447,14075
125.00002, 4.999937,517330,503545,13785
130.000038, 5.000018,519142,505488,13654
135.000013, 4.999975,518905,505721,13184
140.000118, 5.000105,517612,504166,13446
145.000023, 4.999905,517610,504287,13323
150.000069, 5.000046,518490,505401,13089
155.000168, 5.000099,514031,501027,13004
160.00015, 4.999982,518170,505312,12858
165.000012, 4.999862,516963,504594,12369
170.000023, 5.000011,512242,499902,12340
175.000029, 5.000006,512474,500039,12435
180.000008, 4.999979,514850,502811,12039
185.00017, 5.000162,511470,499312,12158
190.000089, 4.999919,513858,501999,11859
195.00016, 5.000071,519672,508415,11257
200.000035, 4.999875,518336,507472,10864
205.000125, 5.00009,513937,503161,10776
210.000015, 4.99989,515822,505053,10769
215.000045, 5.00003,506944,495932,11012
220.000016, 4.999971,508353,497574,10779
225.000087, 5.000071,511170,500573,10597
230.000232, 5.000145,509514,498367,11147
235.000155, 4.999923,510289,499593,10696
240.000032, 4.999877,510082,499699,10383
245.000043, 5.000011,509248,499530,9718
250.000113, 5.00007,507764,497869,9895
255.000235, 5.000122,505788,496264,9524
260.000035, 4.9998,507684,497646,10038
265.000136, 5.000101,506204,496950,9254
270.000021, 4.999885,502599,493337,9262
275.000105, 5.000084,508099,498734,9365
280.000025, 4.99992,498430,488805,9625
285.000017, 4.999992,509802,500013,9789
290.000112, 5.000095,503697,494368,9329
295.000174, 5.000062,505384,496312,9072
300.00011, 4.999936,504676,495880,8796
301.021115, 1.021005,98821,96913,1908

