elapsed, window, total, successful, failed
5.000032, 5.000032,734777,650913,83864
10.000015, 4.999983,720403,657442,62961
15.000018, 5.000003,711269,659072,52197
20.000022, 5.000004,707668,662487,45181
25.000015, 4.999993,715582,674865,40717
30.00002, 5.000005,711768,673244,38524
35.000086, 5.000066,717055,681196,35859
40.000163, 5.000077,712183,678959,33224
45.000102, 4.999939,713828,682028,31800
50.000015, 4.999913,709172,679391,29781
55.000046, 5.000031,716090,688461,27629
60.0001, 5.000054,716201,689200,27001
65.000144, 5.000044,709352,683822,25530
70.000012, 4.999868,694796,670435,24361
75.000014, 5.000002,717639,694292,23347
80.000147, 5.000133,714663,692427,22236
85.00021, 5.000063,706488,685216,21272
90.000352, 5.000142,712433,692252,20181
95.000119, 4.999767,707190,687209,19981
100.000077, 4.999958,703283,684315,18968
105.000012, 4.999935,698115,679057,19058
110.000014, 5.000002,699374,680511,18863
115.000033, 5.000019,701288,683022,18266
120.000063, 5.00003,701106,683748,17358
125.000022, 4.999959,701687,684384,17303
130.000078, 5.000056,710949,693945,17004
135.000037, 4.999959,704660,688269,16391
140.000449, 5.000412,699552,682911,16641
145.000012, 4.999563,693560,677496,16064
150.00001, 4.999998,695981,680812,15169
155.000012, 5.000002,696763,681703,15060
160.000055, 5.000043,696867,681855,15012
165.00001, 4.999955,686658,671881,14777
170.000023, 5.000013,686512,672124,14388
175.000165, 5.000142,691846,677526,14320
180.000022, 4.999857,683646,668926,14720
185.000065, 5.000043,694879,680519,14360
190.000027, 4.999962,700360,686098,14262
195.000026, 4.999999,693557,679576,13981
200.000023, 4.999997,692896,678920,13976
205.000019, 4.999996,682467,669172,13295
210.000068, 5.000049,675033,662143,12890
215.000021, 4.999953,676899,663621,13278
220.000087, 5.000066,687574,674790,12784
225.000005, 4.999918,681793,668843,12950
230.000006, 5.000001,677177,664946,12231
235.000027, 5.000021,685525,673126,12399
240.00001, 4.999983,683283,670797,12486
245.000053, 5.000043,687869,675500,12369
250.000159, 5.000106,675682,663587,12095
255.00004, 4.999881,673495,661574,11921
260.000036, 4.999996,669529,657666,11863
265.000107, 5.000071,663805,652278,11527
270.00001, 4.999903,670994,659281,11713
275.000242, 5.000232,658501,647167,11334
280.000039, 4.999797,674934,664203,10731
285.000217, 5.000178,664825,653953,10872
290.000083, 4.999866,668598,657387,11211
295.000101, 5.000018,662514,652004,10510
300.000271, 5.00017,652691,641794,10897
301.02107, 1.020799,125402,123181,2221

