elapsed, window, total, successful, failed
5.000057, 5.000057,567314,148254,419060
10.000971, 5.000914,631455,174142,457313
15.000078, 4.999107,644700,177254,467446
20.000026, 4.999948,633052,177002,456050
25.000152, 5.000126,627242,180066,447176
30.000031, 4.999879,637096,177349,459747
35.000013, 4.999982,621637,181573,440064
40.000102, 5.000089,629194,176534,452660
45.000118, 5.000016,624723,181936,442787
50.000235, 5.000117,630365,179508,450857
55.000013, 4.999778,624137,181690,442447
60.000179, 5.000166,617993,180196,437797
65.000006, 4.999827,622846,181178,441668
70.000086, 5.00008,620540,183079,437461
75.000109, 5.000023,625804,182415,443389
80.000013, 4.999904,621432,179612,441820
85.000071, 5.000058,638192,177115,461077
90.000127, 5.000056,634579,176844,457735
95.000101, 4.999974,619309,179089,440220
100.000046, 4.999945,621679,182957,438722
105.000031, 4.999985,619986,180563,439423
110.000033, 5.000002,629618,177230,452388
115.000061, 5.000028,618844,182814,436030
120.000049, 4.999988,617976,182391,435585
125.000021, 4.999972,617973,181560,436413
130.000217, 5.000196,614777,181670,433107
135.000035, 4.999818,608450,176907,431543
140.000069, 5.000034,618812,181261,437551
145.000089, 5.00002,613891,180447,433444
150.000144, 5.000055,616847,182301,434546
155.000015, 4.999871,621028,181743,439285
160.00007, 5.000055,611772,181223,430549
165.000129, 5.000059,609894,181847,428047
170.000179, 5.00005,618456,182449,436007
175.000125, 4.999946,610091,180859,429232
180.000189, 5.000064,613176,181737,431439
185.000013, 4.999824,612000,182519,429481
190.000088, 5.000075,614459,181710,432749
195.000022, 4.999934,617971,181642,436329
200.000156, 5.000134,615097,183372,431725
205.000021, 4.999865,614755,177675,437080
210.000044, 5.000023,613967,180262,433705
215.000099, 5.000055,614526,176908,437618
220.000053, 4.999954,612568,179692,432876
225.000019, 4.999966,613268,183863,429405
230.000013, 4.999994,607915,182166,425749
235.000033, 5.00002,612842,179176,433666
240.000074, 5.000041,613775,177903,435872
245.00024, 5.000166,609915,181000,428915
250.000059, 4.999819,613612,183594,430018
255.00043, 5.000371,610815,178711,432104
260.000979, 5.000549,604515,176377,428138
265.000018, 4.999039,606313,181425,424888
270.000014, 4.999996,610850,181063,429787
275.000023, 5.000009,611750,182041,429709
280.000231, 5.000208,612755,182318,430437
285.000031, 4.9998,615579,182668,432911
290.000026, 4.999995,611440,182256,429184
295.000025, 4.999999,611335,182578,428757
300.000058, 5.000033,612864,181502,431362
301.034091, 1.034033,113093,33271,79822

