elapsed, window, total, successful, failed
5.00001, 5.00001, 48506, 24608, 23898
10.00001, 5.0, 47857, 23208, 24649
15.000013, 5.000003, 48946, 23527, 25419
20.000051, 5.000038, 48766, 23443, 25323
25.000273, 5.000222, 49569, 23604, 25965
30.000013, 4.99974, 48254, 23185, 25069
35.00006, 5.000047, 48577, 23273, 25304
40.000014, 4.999954, 48849, 23230, 25619
45.000157, 5.000143, 48810, 23309, 25501
50.00002, 4.999863, 50232, 23978, 26254
55.000062, 5.000042, 47252, 22635, 24617
60.00002, 4.999958, 49367, 23717, 25650
65.000015, 4.999995, 48038, 23110, 24928
70.000034, 5.000019, 48858, 23455, 25403
75.000026, 4.999992, 49210, 23527, 25683
80.000165, 5.000139, 48013, 23261, 24752
85.000468, 5.000303, 48971, 23578, 25393
90.000041, 4.999573, 47330, 22722, 24608
95.000072, 5.000031, 48846, 23528, 25318
100.000023, 4.999951, 48132, 23303, 24829
105.000108, 5.000085, 47204, 22804, 24400
110.000055, 4.999947, 48660, 23281, 25379
115.000101, 5.000046, 48618, 23231, 25387
120.000014, 4.999913, 48685, 23222, 25463
125.000208, 5.000194, 48085, 23041, 25044
130.000138, 4.99993, 47438, 22888, 24550
135.000243, 5.000105, 48939, 23347, 25592
140.000507, 5.000264, 47664, 22807, 24857
145.000133, 4.999626, 46639, 22281, 24358
150.000117, 4.999984, 48541, 23034, 25507
155.000203, 5.000086, 48605, 23163, 25442
160.000021, 4.999818, 48553, 23220, 25333
165.000102, 5.000081, 48901, 23036, 25865
170.000009, 4.999907, 48446, 23070, 25376
175.000031, 5.000022, 48435, 23109, 25326
180.000015, 4.999984, 48958, 23374, 25584
185.000088, 5.000073, 48687, 23324, 25363
190.000083, 4.999995, 47644, 22800, 24844
195.000023, 4.99994, 49393, 23669, 25724
200.000055, 5.000032, 48660, 23384, 25276
205.000043, 4.999988, 48303, 23077, 25226
210.000051, 5.000008, 49197, 23654, 25543
215.000095, 5.000044, 46995, 22593, 24402
220.000235, 5.00014, 48266, 23162, 25104
225.00004, 4.999805, 48977, 23486, 25491
230.000238, 5.000198, 48686, 23291, 25395
235.0006, 5.000362, 47198, 22618, 24580
240.000011, 4.999411, 48560, 23163, 25397
245.000016, 5.000005, 48319, 23192, 25127
250.000026, 5.00001, 47841, 22979, 24862
255.00006, 5.000034, 47660, 23024, 24636
260.000021, 4.999961, 48664, 23129, 25535
265.000021, 5.0, 48992, 23557, 25435
270.000043, 5.000022, 48026, 22984, 25042
275.000089, 5.000046, 47958, 22896, 25062
280.00001, 4.999921, 47554, 22909, 24645
285.000018, 5.000008, 48049, 23120, 24929
290.000602, 5.000584, 47699, 22794, 24905
295.000026, 4.999424, 47759, 22811, 24948
300.000823, 5.000797, 44314, 21152, 23162
301.027836, 1.027013, 1127, 375, 752
