elapsed, window, total, successful, failed
5.00003, 5.00003,528352,249800,278552
10.000033, 5.000003,570021,272613,297408
15.000037, 5.000004,590797,280280,310517
20.000007, 4.99997,584170,278489,305681
25.000076, 5.000069,592039,281643,310396
30.000015, 4.999939,581721,278615,303106
35.000023, 5.000008,582148,278860,303288
40.000061, 5.000038,589762,281059,308703
45.000014, 4.999953,588889,281130,307759
50.000034, 5.00002,586172,280502,305670
55.000762, 5.000728,581209,278442,302767
60.000225, 4.999463,590473,281193,309280
65.000343, 5.000118,575885,276838,299047
70.000046, 4.999703,586921,279794,307127
75.001672, 5.001626,588787,281015,307772
80.000013, 4.998341,579835,278124,301711
85.000378, 5.000365,584579,279746,304833
90.000026, 4.999648,568964,274228,294736
95.00001, 4.999984,586945,280666,306279
100.000058, 5.000048,577436,277786,299650
105.000175, 5.000117,567349,274146,293203
110.000015, 4.99984,585932,279855,306077
115.000098, 5.000083,584955,279424,305531
120.00014, 5.000042,588811,281249,307562
125.000019, 4.999879,583814,279581,304233
130.000016, 4.999997,571530,275485,296045
135.00004, 5.000024,581793,279065,302728
140.00001, 4.99997,585057,280114,304943
145.000049, 5.000039,569089,274095,294994
150.000009, 4.99996,589710,281281,308429
155.000019, 5.00001,585595,279801,305794
160.00002, 5.000001,585094,280020,305074
165.000371, 5.000351,588983,281257,307726
170.000258, 4.999887,591561,281932,309629
175.000011, 4.999753,580925,278606,302319
180.000012, 5.000001,586334,280189,306145
185.000117, 5.000105,582801,278762,304039
190.000092, 4.999975,584529,279057,305472
195.000105, 5.000013,584249,279510,304739
200.000113, 5.000008,579055,277956,301099
205.000048, 4.999935,586100,279870,306230
210.000069, 5.000021,587275,279689,307586
215.000131, 5.000062,574370,275344,299026
220.000127, 4.999996,583809,278579,305230
225.000424, 5.000297,579840,277347,302493
230.000131, 4.999707,581766,278455,303311
235.000014, 4.999883,583166,279072,304094
240.000037, 5.000023,577154,276740,300414
245.000351, 5.000314,576428,276573,299855
250.000007, 4.999656,577175,276940,300235
255.000676, 5.000669,584366,278673,305693
260.00001, 4.999334,573232,275905,297327
265.000106, 5.000096,588819,280146,308673
270.000115, 5.000009,580428,277205,303223
275.00011, 4.999995,583306,278687,304619
280.000297, 5.000187,578331,277437,300894
285.000066, 4.999769,586831,279626,307205
290.000029, 4.999963,576919,276271,300648
295.000803, 5.000774,581783,278429,303354
300.000023, 4.99922,573575,274849,298726
301.029252, 1.029229,107700,50637,57063

