elapsed, window, total, successful, failed
5.000033, 5.000033,612970,512753,100217
10.00026, 5.000227,609148,533499,75649
15.000075, 4.999815,620230,548740,71490
20.000065, 4.99999,621679,553215,68464
25.000015, 4.99995,632958,565250,67708
30.000106, 5.000091,627562,560498,67064
35.000009, 4.999903,628068,561684,66384
40.000117, 5.000108,638562,572128,66434
45.003101, 5.002984,637551,571616,65935
50.001744, 4.998643,629378,564907,64471
55.000057, 4.998313,624811,560660,64151
60.000049, 4.999992,635204,570552,64652
65.000046, 4.999997,640035,575262,64773
70.000075, 5.000029,623250,559227,64023
75.000126, 5.000051,619708,556928,62780
80.000091, 4.999965,630444,566641,63803
85.000016, 4.999925,644362,579488,64874
90.001741, 5.001725,620678,557633,63045
95.00002, 4.998279,619365,556656,62709
100.000173, 5.000153,624217,561258,62959
105.000081, 4.999908,632097,568367,63730
110.000005, 4.999924,628060,564873,63187
115.000048, 5.000043,635405,571804,63601
120.000151, 5.000103,615904,553980,61924
125.000022, 4.999871,623735,561118,62617
130.000107, 5.000085,631628,568166,63462
135.000045, 4.999938,626085,563389,62696
140.000027, 4.999982,621720,559541,62179
145.000036, 5.000009,625211,562710,62501
150.000008, 4.999972,622639,559879,62760
155.000016, 5.000008,625474,562854,62620
160.000021, 5.000005,633092,570092,63000
165.000172, 5.000151,634553,571177,63376
170.000106, 4.999934,635821,572151,63670
175.000019, 4.999913,624383,561446,62937
180.000011, 4.999992,628668,566133,62535
185.000008, 4.999997,631100,568143,62957
190.000205, 5.000197,632055,569130,62925
195.00002, 4.999815,626521,564552,61969
200.000061, 5.000041,620582,558753,61829
205.000032, 4.999971,632390,569724,62666
210.000014, 4.999982,628053,565305,62748
215.00031, 5.000296,628611,566264,62347
220.000019, 4.999709,621284,559144,62140
225.000021, 5.000002,622684,560506,62178
230.000108, 5.000087,617995,556222,61773
235.000047, 4.999939,631466,568828,62638
240.000014, 4.999967,632270,569838,62432
245.000035, 5.000021,634018,571004,63014
250.000241, 5.000206,628088,565849,62239
255.000023, 4.999782,618376,556994,61382
260.00001, 4.999987,628463,566110,62353
265.000965, 5.000955,630621,568129,62492
270.000166, 4.999201,620565,558844,61721
275.000025, 4.999859,628467,565892,62575
280.000056, 5.000031,625027,563009,62018
285.000031, 4.999975,622320,560441,61879
290.000063, 5.000032,628001,565979,62022
295.000007, 4.999944,631034,568388,62646
300.000009, 5.000002,627683,565836,61847
301.025814, 1.025805,110759,99221,11538

