elapsed, window, total, successful, failed
5.000089, 5.000089,474921,386612,88309
10.000295, 5.000206,437762,369832,67930
15.000088, 4.999793,436870,369489,67381
20.000027, 4.999939,433951,370714,63237
25.000176, 5.000149,433764,368645,65119
30.000052, 4.999876,429813,368750,61063
35.000158, 5.000106,425820,363533,62287
40.000158, 5.0,415858,356700,59158
45.000044, 4.999886,425605,364789,60816
50.000181, 5.000137,422374,362427,59947
55.000026, 4.999845,412533,353849,58684
60.000044, 5.000018,416952,356458,60494
65.000086, 5.000042,406942,350061,56881
70.000031, 4.999945,411970,351873,60097
75.000053, 5.000022,407673,351045,56628
80.000043, 4.99999,399604,342861,56743
85.000645, 5.000602,399518,341772,57746
90.000075, 4.99943,400338,345188,55150
95.000049, 4.999974,402208,343752,58456
100.000028, 4.999979,405400,348753,56647
105.000221, 5.000193,396656,340906,55750
110.000311, 5.00009,399708,341427,58281
115.000068, 4.999757,386196,332567,53629
120.000121, 5.000053,390526,334276,56250
125.000102, 4.999981,384724,329699,55025
130.000954, 5.000852,383499,329974,53525
135.000172, 4.999218,390285,333530,56755
140.000005, 4.999833,381832,328247,53585
145.000014, 5.000009,370958,318402,52556
150.000189, 5.000175,381033,325057,55976
155.000016, 4.999827,369755,317480,52275
160.00002, 5.000004,373410,320749,52661
165.000154, 5.000134,373157,318168,54989
170.000092, 4.999938,366744,315542,51202
175.000246, 5.000154,356887,305326,51561
180.000044, 4.999798,369720,315175,54545
181.023853, 1.023809,65525,56258,9267

