elapsed, window, total, successful, failed
5.000028, 5.000028,706509,687488,19021
10.000051, 5.000023,614714,603056,11658
15.000149, 5.000098,548975,539087,9888
20.000172, 5.000023,537273,528382,8891
25.000134, 4.999962,548364,540582,7782
30.000032, 4.999898,540595,532394,8201
35.000096, 5.000064,546022,538169,7853
40.000922, 5.000826,550139,542603,7536
45.000017, 4.999095,534402,527022,7380
50.000367, 5.00035,539276,532215,7061
55.000047, 4.99968,542035,535390,6645
60.000029, 4.999982,536314,529233,7081
65.000189, 5.00016,533993,527164,6829
70.000082, 4.999893,538920,531894,7026
75.00044, 5.000358,534890,527894,6996
80.00012, 4.99968,535542,528906,6636
85.000146, 5.000026,530588,524205,6383
90.000089, 4.999943,541603,535128,6475
95.000174, 5.000085,534219,528103,6116
100.000039, 4.999865,530414,524413,6001
105.000028, 4.999989,539114,533464,5650
110.000112, 5.000084,530218,524948,5270
115.000109, 4.999997,535163,529825,5338
120.000011, 4.999902,535156,529966,5190
125.000531, 5.00052,541094,536240,4854
130.001161, 5.00063,532496,527472,5024
135.00013, 4.998969,527393,522365,5028
140.000069, 4.999939,535960,530948,5012
145.00001, 4.999941,533243,528678,4565
150.00004, 5.00003,523884,519430,4454
155.000016, 4.999976,528318,524134,4184
160.000017, 5.000001,531196,527087,4109
165.000227, 5.00021,523776,519650,4126
170.000036, 4.999809,520740,516592,4148
175.001398, 5.001362,600882,589376,11506
180.000033, 4.998635,622359,609221,13138
181.025319, 1.025286,150429,146582,3847

