elapsed, window, total, successful, failed
5.000036, 5.000036, 58452, 47391, 11061
10.000042, 5.000006, 57141, 46725, 10416
15.000043, 5.000001, 56526, 46657, 9869
20.000011, 4.999968, 55728, 46043, 9685
25.000018, 5.000007, 56084, 46555, 9529
30.000079, 5.000061, 55466, 46058, 9408
35.000007, 4.999928, 56246, 46716, 9530
40.000018, 5.000011, 54987, 45521, 9466
45.000105, 5.000087, 55564, 46241, 9323
50.000013, 4.999908, 54170, 44827, 9343
55.000581, 5.000568, 54942, 45618, 9324
60.000115, 4.999534, 56663, 47174, 9489
65.000394, 5.000279, 54599, 45293, 9306
70.000014, 4.99962, 56720, 47359, 9361
75.000089, 5.000075, 55754, 46308, 9446
80.000259, 5.00017, 55583, 46182, 9401
85.000006, 4.999747, 55563, 46209, 9354
90.000005, 4.999999, 55481, 46057, 9424
95.000029, 5.000024, 55471, 46109, 9362
100.000033, 5.000004, 55626, 46215, 9411
105.000008, 4.999975, 56102, 46752, 9350
110.000025, 5.000017, 55319, 46044, 9275
115.000023, 4.999998, 55448, 46056, 9392
120.000335, 5.000312, 53072, 44009, 9063
125.00041, 5.000075, 54433, 45334, 9099
130.000019, 4.999609, 53673, 44557, 9116
135.000239, 5.00022, 55967, 46822, 9145
140.000046, 4.999807, 54733, 45655, 9078
145.000108, 5.000062, 54224, 45146, 9078
150.000215, 5.000107, 53768, 44711, 9057
155.000191, 4.999976, 54116, 45165, 8951
160.00001, 4.999819, 55232, 46309, 8923
165.000425, 5.000415, 52754, 43966, 8788
170.000106, 4.999681, 53895, 44967, 8928
175.000233, 5.000127, 53183, 44448, 8735
180.000152, 4.999919, 54018, 45119, 8899
181.022007, 1.021855, 9877, 8206, 1671
