elapsed, window, total, successful, failed
5.000036, 5.000036,280076,120725,159351
10.000097, 5.000061,284088,122778,161310
15.000008, 4.999911,282959,123679,159280
20.000057, 5.000049,283483,124306,159177
25.000011, 4.999954,284567,124707,159860
30.000087, 5.000076,285797,125104,160693
35.00005, 4.999963,281949,123767,158182
40.000449, 5.000399,280320,123199,157121
45.000053, 4.999604,282882,124143,158739
50.000107, 5.000054,283724,124328,159396
55.000029, 4.999922,281804,124051,157753
60.000942, 5.000913,284731,124829,159902
65.000009, 4.999067,279900,123271,156629
70.000014, 5.000005,281198,124132,157066
75.000882, 5.000868,280619,123368,157251
80.000259, 4.999377,280131,123749,156382
85.000067, 4.999808,281077,123935,157142
90.000036, 4.999969,279338,123256,156082
95.00001, 4.999974,284412,124772,159640
100.000044, 5.000034,282578,124229,158349
105.000103, 5.000059,285002,124713,160289
110.000816, 5.000713,285105,124831,160274
115.000017, 4.999201,283344,124345,158999
120.000259, 5.000242,287974,125598,162376
125.000131, 4.999872,285123,124761,160362
130.000311, 5.00018,280383,123177,157206
135.000138, 4.999827,285857,124780,161077
140.000016, 4.999878,282595,124108,158487
145.000026, 5.00001,281405,123339,158066
150.000038, 5.000012,285212,125054,160158
155.000023, 4.999985,284925,124590,160335
160.000282, 5.000259,280258,123158,157100
165.000218, 4.999936,283886,124005,159881
170.003839, 5.003621,281500,123408,158092
175.000018, 4.996179,285404,124677,160727
180.00068, 5.000662,278211,122270,155941
181.024304, 1.023624,51272,22290,28982

