elapsed, window, total, successful, failed
5.000667, 5.000667,310125,193385,116740
10.00001, 4.999343,301117,193633,107484
15.000201, 5.000191,300180,194741,105439
20.000012, 4.999811,296761,193689,103072
25.00001, 4.999998,299554,195163,104391
30.000988, 5.000978,304010,198440,105570
35.00005, 4.999062,296284,194131,102153
40.000248, 5.000198,302749,197897,104852
45.000089, 4.999841,300908,197304,103604
50.000011, 4.999922,295077,193718,101359
55.000031, 5.00002,301501,197869,103632
60.000047, 5.000016,301896,197813,104083
65.000672, 5.000625,302645,198541,104104
70.000012, 4.99934,299613,196397,103216
75.000359, 5.000347,298392,196027,102365
80.000061, 4.999702,303957,199198,104759
85.000107, 5.000046,301972,198101,103871
90.000114, 5.000007,303004,198624,104380
95.00034, 5.000226,302716,198445,104271
100.000096, 4.999756,302015,198306,103709
105.000109, 5.000013,305769,199994,105775
110.000608, 5.000499,302781,198912,103869
115.000224, 4.999616,303566,198581,104985
120.000017, 4.999793,298043,196347,101696
125.000023, 5.000006,300450,197170,103280
130.000013, 4.99999,297227,195440,101787
135.000154, 5.000141,299727,196834,102893
140.00008, 4.999926,294915,193803,101112
145.000524, 5.000444,300308,197183,103125
150.000019, 4.999495,300052,197251,102801
155.000578, 5.000559,298848,196162,102686
160.00017, 4.999592,302394,198305,104089
165.000009, 4.999839,305719,199794,105925
170.000009, 5.0,301964,198181,103783
175.000052, 5.000043,304378,199565,104813
180.000137, 5.000085,301679,197895,103784
181.025535, 1.025398,53626,34737,18889

