elapsed, window, total, successful, failed
5.000287, 5.000287, 38653, 24439, 14214
10.00037, 5.000083, 38113, 24508, 13605
15.00001, 4.99964, 39283, 25674, 13609
20.000058, 5.000048, 37422, 24258, 13164
25.000114, 5.000056, 37825, 24752, 13073
30.000059, 4.999945, 38289, 25123, 13166
35.001056, 5.000997, 38277, 25200, 13077
40.000053, 4.998997, 37837, 24767, 13070
45.000023, 4.99997, 37775, 24763, 13012
50.000023, 5.0, 37149, 24377, 12772
55.000038, 5.000015, 36832, 24099, 12733
60.000079, 5.000041, 37457, 24574, 12883
65.000228, 5.000149, 36242, 23913, 12329
70.000242, 5.000014, 37143, 24257, 12886
75.000072, 4.99983, 38072, 25097, 12975
80.000146, 5.000074, 38787, 25558, 13229
85.00017, 5.000024, 37471, 24624, 12847
90.001231, 5.001061, 38387, 25461, 12926
95.000009, 4.998778, 38277, 25194, 13083
100.000084, 5.000075, 37707, 24996, 12711
105.000065, 4.999981, 38351, 25173, 13178
110.001293, 5.001228, 37908, 24904, 13004
115.000081, 4.998788, 37801, 24943, 12858
120.000048, 4.999967, 38541, 25374, 13167
125.000184, 5.000136, 38256, 25092, 13164
130.000852, 5.000668, 37784, 24865, 12919
135.000027, 4.999175, 38071, 25016, 13055
140.000087, 5.00006, 37960, 25065, 12895
145.000118, 5.000031, 37520, 24652, 12868
150.000462, 5.000344, 37939, 24922, 13017
155.000018, 4.999556, 39315, 26010, 13305
160.000028, 5.00001, 38074, 24928, 13146
165.000017, 4.999989, 37881, 24964, 12917
170.00004, 5.000023, 37115, 24456, 12659
175.001486, 5.001446, 37638, 24759, 12879
180.001163, 4.999677, 38086, 24959, 13127
181.023285, 1.022122, 7560, 4896, 2664
