elapsed, window, total, successful, failed
5.000103, 5.000103, 52726, 37840, 14886
10.000055, 4.999952, 49463, 35858, 13605
15.001024, 5.000969, 47531, 34356, 13175
20.000968, 4.999944, 49658, 35996, 13662
25.000592, 4.999624, 46875, 34262, 12613
30.000974, 5.000382, 47498, 34693, 12805
35.000147, 4.999173, 47808, 34941, 12867
40.000015, 4.999868, 47129, 34279, 12850
45.000081, 5.000066, 46279, 33285, 12994
50.000213, 5.000132, 47418, 34537, 12881
55.000044, 4.999831, 47200, 34309, 12891
60.00002, 4.999976, 45726, 33036, 12690
65.001173, 5.001153, 46607, 33891, 12716
70.000033, 4.99886, 44543, 32291, 12252
75.000082, 5.000049, 44783, 32595, 12188
80.00008, 4.999998, 44994, 32756, 12238
85.000019, 4.999939, 44292, 31966, 12326
90.000096, 5.000077, 44937, 32719, 12218
95.000048, 4.999952, 43599, 31652, 11947
100.00002, 4.999972, 43794, 31686, 12108
105.000288, 5.000268, 44501, 32351, 12150
110.000025, 4.999737, 43088, 31150, 11938
115.00003, 5.000005, 42390, 30781, 11609
120.000242, 5.000212, 42615, 30904, 11711
125.001057, 5.000815, 43272, 31430, 11842
130.000057, 4.999, 42341, 30652, 11689
135.000077, 5.00002, 42154, 30600, 11554
140.000269, 5.000192, 41867, 30497, 11370
145.000054, 4.999785, 41546, 30010, 11536
150.000393, 5.000339, 40918, 29615, 11303
155.00066, 5.000267, 41729, 30430, 11299
160.000324, 4.999664, 41687, 30484, 11203
165.000171, 4.999847, 40425, 29343, 11082
170.000153, 4.999982, 39504, 28402, 11102
175.000433, 5.00028, 40711, 29554, 11157
180.001116, 5.000683, 40780, 29409, 11371
181.023752, 1.022636, 8359, 6047, 2312
