elapsed, window, total, successful, failed
5.001532, 5.001532,272039,92546,179493
10.001504, 4.999972,265716,87697,178019
15.001402, 4.999898,298668,94529,204139
20.000539, 4.999137,304948,93721,211227
25.001644, 5.001105,301384,93312,208072
30.000178, 4.998534,294956,92054,202902
35.000059, 4.999881,299563,92122,207441
40.000459, 5.0004,277837,90762,187075
45.001077, 5.000618,298491,91325,207166
50.001528, 5.000451,301856,92603,209253
55.001534, 5.000006,287792,89456,198336
60.00153, 4.999996,287494,90150,197344
65.001533, 5.000003,298833,92993,205840
70.000198, 4.998665,275257,90079,185178
75.00153, 5.001332,282252,91130,191122
80.000494, 4.998964,276356,90548,185808
85.001536, 5.001042,290235,90949,199286
90.0017, 5.000164,293259,89534,203725
95.000591, 4.998891,299380,93853,205527
100.001294, 5.000703,291158,90676,200482
105.001553, 5.000259,295705,92040,203665
110.000168, 4.998615,291879,90408,201471
115.001566, 5.001398,290514,93550,196964
120.000569, 4.999003,293611,90541,203070
125.000548, 4.999979,295574,91568,204006
130.001769, 5.001221,292543,90006,202537
135.000919, 4.99915,287000,90342,196658
140.001529, 5.00061,293485,91645,201840
145.000429, 4.9989,285822,89303,196519
150.001488, 5.001059,290544,89849,200695
155.000538, 4.99905,291019,89443,201576
160.000592, 5.000054,274729,87868,186861
165.00167, 5.001078,282747,88683,194064
170.000062, 4.998392,290199,91089,199110
175.001513, 5.001451,273973,87770,186203
180.000021, 4.998508,271866,87392,184474
181.021298, 1.021277,44944,13793,31151

