elapsed, window, total, successful, failed
5.000606, 5.000606,295711,269701,26010
10.000032, 4.999426,265437,246930,18507
15.000112, 5.00008,265074,247492,17582
20.000658, 5.000546,262221,244776,17445
25.000102, 4.999444,260768,243297,17471
30.00082, 5.000718,259953,242693,17260
35.00082, 5.0,257967,240566,17401
40.000154, 4.999334,257402,240332,17070
45.000062, 4.999908,256668,239556,17112
50.000094, 5.000032,254512,237320,17192
55.000142, 5.000048,254602,237600,17002
60.000057, 4.999915,252988,236182,16806
65.000082, 5.000025,251034,234238,16796
70.000433, 5.000351,245936,229296,16640
75.000024, 4.999591,244596,228046,16550
80.000594, 5.00057,244175,227046,17129
85.000055, 4.999461,242333,225590,16743
90.000708, 5.000653,241583,224751,16832
95.000629, 4.999921,241339,224909,16430
100.00023, 4.999601,238969,222249,16720
105.000761, 5.000531,238531,222101,16430
110.000111, 4.99935,237850,221474,16376
115.000096, 4.999985,236697,220149,16548
120.000315, 5.000219,235012,218538,16474
125.000659, 5.000344,234956,218463,16493
130.000031, 4.999372,232683,216267,16416
135.000401, 5.00037,232136,215389,16747
140.000683, 5.000282,230854,214534,16320
145.000158, 4.999475,229802,213647,16155
150.000094, 4.999936,229259,212887,16372
155.000536, 5.000442,229070,212666,16404
160.000015, 4.999479,226657,210147,16510
165.000335, 5.00032,226917,210570,16347
170.00003, 4.999695,224054,207759,16295
175.000074, 5.000044,223769,207191,16578
180.000582, 5.000508,219677,203328,16349
181.027584, 1.027002,34997,32371,2626

