elapsed, window, total, successful, failed
5.000109, 5.000109, 58490, 49803, 8687
10.000164, 5.000055, 50763, 45204, 5559
15.000189, 5.000025, 51679, 46315, 5364
20.000076, 4.999887, 50587, 45387, 5200
25.000006, 4.99993, 50152, 44955, 5197
30.000503, 5.000497, 49598, 44556, 5042
35.000008, 4.999505, 49938, 44826, 5112
40.000426, 5.000418, 50300, 45329, 4971
45.001024, 5.000598, 49423, 44292, 5131
50.00032, 4.999296, 49264, 44344, 4920
55.000055, 4.999735, 49158, 44118, 5040
60.000602, 5.000547, 49506, 44428, 5078
65.000047, 4.999445, 47369, 42444, 4925
70.000316, 5.000269, 47967, 43073, 4894
75.000025, 4.999709, 48617, 43697, 4920
80.00143, 5.001405, 47100, 42326, 4774
85.000105, 4.998675, 47701, 42777, 4924
90.000035, 4.99993, 46680, 41929, 4751
95.000314, 5.000279, 46677, 41701, 4976
100.000081, 4.999767, 46395, 41515, 4880
105.001286, 5.001205, 47203, 42340, 4863
110.000023, 4.998737, 46835, 41890, 4945
115.00044, 5.000417, 47241, 42305, 4936
120.000017, 4.999577, 46477, 41600, 4877
125.000302, 5.000285, 46320, 41626, 4694
130.000298, 4.999996, 45351, 40518, 4833
135.00003, 4.999732, 45250, 40485, 4765
140.000183, 5.000153, 45919, 41118, 4801
145.000158, 4.999975, 46027, 41268, 4759
150.000257, 5.000099, 44966, 40159, 4807
155.000021, 4.999764, 45635, 40784, 4851
160.001195, 5.001174, 44817, 39984, 4833
165.000285, 4.99909, 45308, 40509, 4799
170.000022, 4.999737, 45151, 40400, 4751
175.001207, 5.001185, 44863, 40143, 4720
180.000031, 4.998824, 44574, 39804, 4770
181.02379, 1.023759, 9184, 8270, 914
